nbreheures1904;date utc;heure utc;date locale;heure locale;tsl;t;err t;td;err td;hr;err hr;vv;err vv;vd;err vd;psta;err psta;rf1e;err rf1e
h utc;date utc;heure loc;date loc;heure;HAE/HNE;C;Err;C;Err;0-100;Err;km/h;Err;0-360;Err;hPa;Err;kJ/m2/h;Err
981798;01/01/2016;6;01/01/2016;1;HNE;-7.8;0;-9.5;0;88.0;0;11.0;0;300;0;990;0;0;8
981799;01/01/2016;7;01/01/2016;2;HNE;-8.3;0;-10.1;0;87.0;0;9.0;0;290;0;990;0;0;8
981800;01/01/2016;8;01/01/2016;3;HNE;-8.9;0;-10.4;0;89.0;0;9.0;0;280;0;991;0;0;8
981801;01/01/2016;9;01/01/2016;4;HNE;-9.9;0;-11.9;0;85.0;0;0.0;0;0;0;990;0;0;8
981802;01/01/2016;10;01/01/2016;5;HNE;-9.9;0;-11.9;0;85.0;0;4.0;0;290;0;990;0;0;8
981803;01/01/2016;11;01/01/2016;6;HNE;-9.9;0;-11.9;0;85.0;0;0.0;0;0;0;990;0;0;8
981804;01/01/2016;12;01/01/2016;7;HNE;-10.8;0;-12.8;0;85.0;0;0.0;0;0;0;989;0;0;8
981805;01/01/2016;13;01/01/2016;8;HNE;-14.8;0;-18.7;0;72.0;0;0.0;0;0;0;989;0;0;5.k=1.JONQUIERE
981806;01/01/2016;14;01/01/2016;9;HNE;-13.3;0;-15.9;0;81.0;0;4.0;0;180;0;989;0;35.5625;5.k=1.JONQUIERE
981807;01/01/2016;15;01/01/2016;10;HNE;-10.2;0;-13.1;0;79.0;0;0.0;0;0;0;988;0;119.625;5.k=1.JONQUIERE
981808;01/01/2016;16;01/01/2016;11;HNE;-9.2;0;-11.5;0;83.0;0;4.0;0;90;0;987;0;194.688;5.k=1.JONQUIERE
981809;01/01/2016;17;01/01/2016;12;HNE;-8.6;0;-10.8;0;84.0;0;4.0;0;90;0;986;0;261.75;5.k=1.JONQUIERE
981810;01/01/2016;18;01/01/2016;13;HNE;-7.5;0;-10.3;0;80.0;0;4.0;0;90;0;985;0;419.812;5.k=1.JONQUIERE
981811;01/01/2016;19;01/01/2016;14;HNE;-7.1;0;-9.4;0;84.0;0;0.0;0;0;0;985;0;290.875;5.k=1.JONQUIERE
981812;01/01/2016;20;01/01/2016;15;HNE;-6.9;0;-9.2;0;84.0;0;4.0;0;110;0;985;0;78.9375;5.k=1.JONQUIERE
981813;01/01/2016;21;01/01/2016;16;HNE;-7.2;0;-8.8;0;88.0;0;5.0;0;90;0;985;0;0;5.k=1.JONQUIERE
981814;01/01/2016;22;01/01/2016;17;HNE;-6.9;0;-8.1;0;91.0;0;5.0;0;260;0;984;0;0;8
981815;01/01/2016;23;01/01/2016;18;HNE;-4.2;0;-5.3;0;92.0;0;17.0;0;260;0;984;0;0;8
981816;02/01/2016;0;01/01/2016;19;HNE;-3.5;0;-6.1;0;82.0;0;21.0;0;260;0;984;0;0;8
981817;02/01/2016;1;01/01/2016;20;HNE;-3.5;0;-6.1;0;82.0;0;18.0;0;260;0;984;0;0;8
981818;02/01/2016;2;01/01/2016;21;HNE;-3.5;0;-6.1;0;82.0;0;22.0;0;260;0;984;0;0;8
981819;02/01/2016;3;01/01/2016;22;HNE;-4.2;0;-6.0;0;87.0;0;21.0;0;270;0;984;0;0;8
981820;02/01/2016;4;01/01/2016;23;HNE;-4.2;0;-6.0;0;87.0;0;22.0;0;280;0;984;0;0;8
981821;02/01/2016;5;02/01/2016;0;HNE;-4.9;0;-6.8;0;87.0;0;13.0;0;270;0;984;0;0;8
981822;02/01/2016;6;02/01/2016;1;HNE;-4.6;0;-7.4;0;81.0;0;13.0;0;280;0;984;0;0;8
981823;02/01/2016;7;02/01/2016;2;HNE;-4.6;0;-7.4;0;81.0;0;8.0;0;270;0;984;0;0;8
981824;02/01/2016;8;02/01/2016;3;HNE;-4.8;0;-7.2;0;83.0;0;13.0;0;300;0;984;0;0;8
981825;02/01/2016;9;02/01/2016;4;HNE;-4.9;0;-7.1;0;85.0;0;9.0;0;270;0;983;0;0;8
981826;02/01/2016;10;02/01/2016;5;HNE;-5.3;0;-7.9;0;82.0;0;22.0;0;270;0;983;0;0;8
981827;02/01/2016;11;02/01/2016;6;HNE;-5.3;0;-7.3;0;86.0;0;18.0;0;280;0;983;0;0;8
981828;02/01/2016;12;02/01/2016;7;HNE;-5.3;0;-7.3;0;86.0;0;17.0;0;280;0;983;0;0;8
981829;02/01/2016;13;02/01/2016;8;HNE;-5.3;0;-6.6;0;91.0;0;13.0;0;270;0;983;0;0;5.k=1.JONQUIERE
981830;02/01/2016;14;02/01/2016;9;HNE;-4.6;0;-7.4;0;81.0;0;18.0;0;270;0;983;0;37.125;5.k=1.JONQUIERE
981831;02/01/2016;15;02/01/2016;10;HNE;-3.9;0;-7.9;0;74.0;0;28.0;0;270;0;983;0;207.25;5.k=1.JONQUIERE
981832;02/01/2016;16;02/01/2016;11;HNE;-4.0;0;-6.8;0;82.0;0;24.0;0;290;0;983;0;242.375;5.k=1.JONQUIERE
981833;02/01/2016;17;02/01/2016;12;HNE;-4.2;0;-5.3;0;92.0;0;17.0;0;300;0;982;0;363.5;5.k=1.JONQUIERE
981834;02/01/2016;18;02/01/2016;13;HNE;-3.5;0;-5.4;0;87.0;0;15.0;0;290;0;982;0;424.625;5.k=1.JONQUIERE
981835;02/01/2016;19;02/01/2016;14;HNE;-3.0;0;-5.8;0;81.0;0;15.0;0;280;0;982;0;459.75;5.k=1.JONQUIERE
981836;02/01/2016;20;02/01/2016;15;HNE;-2.9;0;-6.3;0;77.0;0;21.0;0;310;0;982;0;116.875;5.k=1.JONQUIERE
981837;02/01/2016;21;02/01/2016;16;HNE;-4.3;0;-6.1;0;87.0;0;11.0;0;320;0;983;0;0;5.k=1.JONQUIERE
981838;02/01/2016;22;02/01/2016;17;HNE;-4.5;0;-6.6;0;85.0;0;11.0;0;280;0;983;0;0;8
981839;02/01/2016;23;02/01/2016;18;HNE;-4.9;0;-6.1;0;91.0;0;8.0;0;260;0;984;0;0;8
981840;03/01/2016;0;02/01/2016;19;HNE;-5.3;0;-6.6;0;91.0;0;9.0;0;270;0;984;0;0;8
981841;03/01/2016;1;02/01/2016;20;HNE;-5.2;0;-6.5;0;91.0;0;8.0;0;280;0;984;0;0;8
981842;03/01/2016;2;02/01/2016;21;HNE;-5.4;0;-6.8;0;91.0;0;8.0;0;270;0;984;0;0;8
981843;03/01/2016;3;02/01/2016;22;HNE;-5.5;0;-6.8;0;91.0;0;9.0;0;280;0;984;0;0;8
981844;03/01/2016;4;02/01/2016;23;HNE;-5.5;0;-7.2;0;88.0;0;5.0;0;280;0;984;0;0;8
981845;03/01/2016;5;03/01/2016;0;HNE;-5.9;0;-7.6;0;88.0;0;9.0;0;270;0;984;0;0;8
981846;03/01/2016;6;03/01/2016;1;HNE;-6.1;0;-7.5;0;90.0;0;8.0;0;260;0;984;0;0;8
981847;03/01/2016;7;03/01/2016;2;HNE;-6.2;0;-7.3;0;92.0;0;5.0;0;260;0;984;0;0;8
981848;03/01/2016;8;03/01/2016;3;HNE;-6.4;0;-7.5;0;92.0;0;4.0;0;270;0;984;0;0;8
981849;03/01/2016;9;03/01/2016;4;HNE;-6.6;0;-7.8;0;91.0;0;0.0;0;0;0;984;0;0;8
981850;03/01/2016;10;03/01/2016;5;HNE;-6.8;0;-7.9;0;91.0;0;0.0;0;0;0;984;0;0;8
981851;03/01/2016;11;03/01/2016;6;HNE;-7.1;0;-8.3;0;91.0;0;0.0;0;0;0;984;0;0;8
981852;03/01/2016;12;03/01/2016;7;HNE;-6.8;0;-7.9;0;91.0;0;5.0;0;330;0;984;0;0;8
981853;03/01/2016;13;03/01/2016;8;HNE;-6.8;0;-8.6;0;86.0;0;5.0;0;330;0;985;0;0;5.k=1.JONQUIERE
981854;03/01/2016;14;03/01/2016;9;HNE;-6.8;0;-8.3;0;89.0;0;8.0;0;280;0;985;0;21;5.k=1.JONQUIERE
981855;03/01/2016;15;03/01/2016;10;HNE;-6.5;0;-8.8;0;84.0;0;13.0;0;310;0;986;0;98;5.k=1.JONQUIERE
981856;03/01/2016;16;03/01/2016;11;HNE;-6.4;0;-9.3;0;80.0;0;9.0;0;360;0;986;0;236;5.k=1.JONQUIERE
981857;03/01/2016;17;03/01/2016;12;HNE;-6.8;0;-8.8;0;86.0;0;9.0;0;320;0;986;0;399;5.k=1.JONQUIERE
981858;03/01/2016;18;03/01/2016;13;HNE;-9.0;0;-11.8;0;81.0;0;17.0;0;270;0;986;0;358;5.k=1.JONQUIERE
981859;03/01/2016;19;03/01/2016;14;HNE;-9.3;0;-11.6;0;83.0;0;26.0;0;290;0;987;0;260;5.k=1.JONQUIERE
981860;03/01/2016;20;03/01/2016;15;HNE;-10.5;0;-13.5;0;79.0;0;28.0;0;290;0;988;0;146;5.k=1.JONQUIERE
981861;03/01/2016;21;03/01/2016;16;HNE;-11.5;0;-14.8;0;77.0;0;30.0;0;280;0;989;0;0;5.k=1.JONQUIERE
981862;03/01/2016;22;03/01/2016;17;HNE;-12.3;0;-14.2;0;86.0;0;26.0;0;290;0;991;0;0;8
981863;03/01/2016;23;03/01/2016;18;HNE;-13.1;0;-16.2;0;78.0;0;22.0;0;270;0;992;0;0;8
981864;04/01/2016;0;03/01/2016;19;HNE;-13.5;0;-16.6;0;77.0;0;24.0;0;270;0;993;0;0;8
981865;04/01/2016;1;03/01/2016;20;HNE;-14.3;0;-17.0;0;80.0;0;28.0;0;270;0;994;0;0;8
981866;04/01/2016;2;03/01/2016;21;HNE;-15.4;0;-18.3;0;78.0;0;24.0;0;270;0;995;0;0;8
981867;04/01/2016;3;03/01/2016;22;HNE;-16.3;0;-19.4;0;77.0;0;21.0;0;260;0;996;0;0;8
981868;04/01/2016;4;03/01/2016;23;HNE;-17.4;0;-20.7;0;75.0;0;24.0;0;260;0;997;0;0;8
981869;04/01/2016;5;04/01/2016;0;HNE;-19.4;0;-22.3;0;78.0;0;24.0;0;260;0;997;0;0;8
981870;04/01/2016;6;04/01/2016;1;HNE;-20.7;0;-24.7;0;70.0;0;22.0;0;260;0;998;0;0;8
981871;04/01/2016;7;04/01/2016;2;HNE;-21.4;0;-25.6;0;69.0;0;24.0;0;270;0;999;0;0;8
981872;04/01/2016;8;04/01/2016;3;HNE;-21.9;0;-26.2;0;68.0;0;22.0;0;270;0;1001;0;0;8
981873;04/01/2016;9;04/01/2016;4;HNE;-22.5;0;-26.9;0;67.0;0;24.0;0;270;0;1001;0;0;8
981874;04/01/2016;10;04/01/2016;5;HNE;-23.1;0;-27.7;0;66.0;0;21.0;0;270;0;1002;0;0;8
981875;04/01/2016;11;04/01/2016;6;HNE;-23.5;0;-28.2;0;65.0;0;21.0;0;270;0;1003;0;0;8
981876;04/01/2016;12;04/01/2016;7;HNE;-23.5;0;-28.2;0;65.0;0;21.0;0;270;0;1004;0;0;8
981877;04/01/2016;13;04/01/2016;8;HNE;-23.7;0;-27.3;0;72.0;0;15.0;0;260;0;1005;0;0;5.k=1.JONQUIERE
981878;04/01/2016;14;04/01/2016;9;HNE;-22.7;0;-27.2;0;67.0;0;18.0;0;270;0;1006;0;341;5.k=1.JONQUIERE
981879;04/01/2016;15;04/01/2016;10;HNE;-21.2;0;-25.3;0;70.0;0;22.0;0;280;0;1007;0;755;5.k=1.JONQUIERE
981880;04/01/2016;16;04/01/2016;11;HNE;-20.4;0;-25.2;0;66.0;0;17.0;0;280;0;1007;0;1026;5.k=1.JONQUIERE
981881;04/01/2016;17;04/01/2016;12;HNE;-19.4;0;-23.1;0;73.0;0;17.0;0;290;0;1007;0;1241;5.k=1.JONQUIERE
981882;04/01/2016;18;04/01/2016;13;HNE;-18.2;0;-22.4;0;70.0;0;17.0;0;280;0;1006;0;1213;5.k=1.JONQUIERE
981883;04/01/2016;19;04/01/2016;14;HNE;-18.1;0;-21.5;0;75.0;0;17.0;0;270;0;1007;0;906;5.k=1.JONQUIERE
981884;04/01/2016;20;04/01/2016;15;HNE;-18.0;0;-21.4;0;75.0;0;22.0;0;290;0;1007;0;541;5.k=1.JONQUIERE
981885;04/01/2016;21;04/01/2016;16;HNE;-19.0;0;-23.4;0;68.0;0;17.0;0;270;0;1008;0;0;5.k=1.JONQUIERE
981886;04/01/2016;22;04/01/2016;17;HNE;-20.5;0;-24.4;0;71.0;0;17.0;0;270;0;1009;0;0;8
981887;04/01/2016;23;04/01/2016;18;HNE;-19.2;0;-22.9;0;73.0;0;11.0;0;270;0;1009;0;0;8
981888;05/01/2016;0;04/01/2016;19;HNE;-19.3;0;-22.2;0;78.0;0;15.0;0;280;0;1010;0;0;8
981889;05/01/2016;1;04/01/2016;20;HNE;-19.3;0;-22.2;0;78.0;0;9.0;0;320;0;1010;0;0;8
981890;05/01/2016;2;04/01/2016;21;HNE;-18.4;0;-21.2;0;79.0;0;13.0;0;270;0;1010;0;0;8
981891;05/01/2016;3;04/01/2016;22;HNE;-16.5;0;-19.6;0;77.0;0;15.0;0;270;0;1011;0;0;8
981892;05/01/2016;4;04/01/2016;23;HNE;-16.5;0;-18.4;0;85.0;0;13.0;0;270;0;1011;0;0;8
981893;05/01/2016;5;05/01/2016;0;HNE;-16.1;0;-19.8;0;73.0;0;13.0;0;270;0;1011;0;0;8
981894;05/01/2016;6;05/01/2016;1;HNE;-16.4;0;-18.9;0;81.0;0;13.0;0;270;0;1011;0;0;8
981895;05/01/2016;7;05/01/2016;2;HNE;-16.4;0;-20.8;0;69.0;0;15.0;0;270;0;1012;0;0;8
981896;05/01/2016;8;05/01/2016;3;HNE;-16.4;0;-18.9;0;81.0;0;9.0;0;260;0;1013;0;0;8
981897;05/01/2016;9;05/01/2016;4;HNE;-16.6;0;-19.8;0;76.0;0;9.0;0;250;0;1013;0;0;8
981898;05/01/2016;10;05/01/2016;5;HNE;-18.4;0;-20.5;0;84.0;0;8.0;0;230;0;1012;0;0;8
981899;05/01/2016;11;05/01/2016;6;HNE;-18.9;0;-21.0;0;84.0;0;4.0;0;210;0;1012;0;0;8
981900;05/01/2016;12;05/01/2016;7;HNE;-23.0;0;-25.5;0;80.0;0;8.0;0;210;0;1012;0;0;8
981901;05/01/2016;13;05/01/2016;8;HNE;-22.5;0;-25.9;0;74.0;0;4.0;0;210;0;1012;0;0;5.k=1.JONQUIERE
981902;05/01/2016;14;05/01/2016;9;HNE;-20.3;0;-24.2;0;71.0;0;8.0;0;180;0;1012;0;221.125;5.k=1.JONQUIERE
981903;05/01/2016;15;05/01/2016;10;HNE;-17.9;0;-22.8;0;66.0;0;5.0;0;120;0;1011;0;547.25;5.k=1.JONQUIERE
981904;05/01/2016;16;05/01/2016;11;HNE;-16.8;0;-21.4;0;68.0;0;11.0;0;70;0;1010;0;923.375;5.k=1.JONQUIERE
981905;05/01/2016;17;05/01/2016;12;HNE;-15.4;0;-20.2;0;67.0;0;8.0;0;100;0;1008;0;823.5;5.k=1.JONQUIERE
981906;05/01/2016;18;05/01/2016;13;HNE;-14.5;0;-19.7;0;65.0;0;8.0;0;120;0;1007;0;982.625;5.k=1.JONQUIERE
981907;05/01/2016;19;05/01/2016;14;HNE;-13.4;0;-19.5;0;60.0;0;9.0;0;80;0;1006;0;823.75;5.k=1.JONQUIERE
981908;05/01/2016;20;05/01/2016;15;HNE;-12.8;0;-16.8;0;72.0;0;4.0;0;80;0;1005;0;451.875;5.k=1.JONQUIERE
981909;05/01/2016;21;05/01/2016;16;HNE;-13.5;0;-17.2;0;74.0;0;4.0;0;190;0;1004;0;0;5.k=1.JONQUIERE
981910;05/01/2016;22;05/01/2016;17;HNE;-14.5;0;-17.3;0;79.0;0;5.0;0;190;0;1004;0;0;8
981911;05/01/2016;23;05/01/2016;18;HNE;-14.8;0;-17.1;0;83.0;0;0.0;0;0;0;1003;0;0;8
981912;06/01/2016;0;05/01/2016;19;HNE;-15.8;0;-18.7;0;78.0;0;5.0;0;190;0;1003;0;0;8
981913;06/01/2016;1;05/01/2016;20;HNE;-15.9;0;-18.3;0;82.0;0;5.0;0;210;0;1002;0;0;8
981914;06/01/2016;2;05/01/2016;21;HNE;-15.8;0;-18.2;0;82.0;0;5.0;0;310;0;1003;0;0;8
981915;06/01/2016;3;05/01/2016;22;HNE;-13.9;0;-16.1;0;83.0;0;8.0;0;280;0;1003;0;0;8
981916;06/01/2016;4;05/01/2016;23;HNE;-10.1;0;-12.2;0;85.0;0;9.0;0;270;0;1003;0;0;8
981917;06/01/2016;5;06/01/2016;0;HNE;-9.5;0;-12.8;0;78.0;0;8.0;0;270;0;1003;0;0;8
981918;06/01/2016;6;06/01/2016;1;HNE;-8.5;0;-12.3;0;74.0;0;11.0;0;270;0;1002;0;0;8
981919;06/01/2016;7;06/01/2016;2;HNE;-7.4;0;-11.3;0;74.0;0;13.0;0;280;0;1002;0;0;8
981920;06/01/2016;8;06/01/2016;3;HNE;-10.5;0;-13.9;0;76.0;0;9.0;0;80;0;1003;0;0;8
981921;06/01/2016;9;06/01/2016;4;HNE;-11.1;0;-13.8;0;80.0;0;9.0;0;120;0;1002;0;0;8
981922;06/01/2016;10;06/01/2016;5;HNE;-10.9;0;-13.5;0;81.0;0;11.0;0;110;0;1002;0;0;8
981923;06/01/2016;11;06/01/2016;6;HNE;-11.2;0;-13.4;0;84.0;0;8.0;0;110;0;1003;0;0;8
981924;06/01/2016;12;06/01/2016;7;HNE;-11.0;0;-12.8;0;87.0;0;11.0;0;90;0;1002;0;0;8
981925;06/01/2016;13;06/01/2016;8;HNE;-10.6;0;-12.3;0;87.0;0;15.0;0;90;0;1002;0;0;5.k=1.JONQUIERE
981926;06/01/2016;14;06/01/2016;9;HNE;-9.9;0;-11.9;0;85.0;0;9.0;0;110;0;1003;0;157.75;5.k=1.JONQUIERE
981927;06/01/2016;15;06/01/2016;10;HNE;-9.6;0;-11.2;0;88.0;0;9.0;0;90;0;1003;0;246.5;5.k=1.JONQUIERE
981928;06/01/2016;16;06/01/2016;11;HNE;-9.0;0;-10.5;0;89.0;0;9.0;0;90;0;1002;0;238.25;5.k=1.JONQUIERE
981929;06/01/2016;17;06/01/2016;12;HNE;-8.4;0;-9.8;0;90.0;0;9.0;0;90;0;1001;0;188;5.k=1.JONQUIERE
981930;06/01/2016;18;06/01/2016;13;HNE;-7.9;0;-9.2;0;90.0;0;5.0;0;110;0;1000;0;202.75;5.k=1.JONQUIERE
981931;06/01/2016;19;06/01/2016;14;HNE;-7.4;0;-8.8;0;90.0;0;4.0;0;100;0;1000;0;178.5;5.k=1.JONQUIERE
981932;06/01/2016;20;06/01/2016;15;HNE;-6.8;0;-8.0;0;91.0;0;5.0;0;90;0;1000;0;70.25;5.k=1.JONQUIERE
981933;06/01/2016;21;06/01/2016;16;HNE;-6.3;0;-7.1;0;94.0;0;11.0;0;80;0;1000;0;0;5.k=1.JONQUIERE
981934;06/01/2016;22;06/01/2016;17;HNE;-6.5;0;-7.8;0;91.0;0;4.0;0;160;0;1000;0;0;8
981935;06/01/2016;23;06/01/2016;18;HNE;-2.8;0;-5.4;0;82.0;0;18.0;0;260;0;1000;0;0;8
981936;07/01/2016;0;06/01/2016;19;HNE;-2.4;0;-5.0;0;82.0;0;17.0;0;260;0;1000;0;0;8
981937;07/01/2016;1;06/01/2016;20;HNE;-2.5;0;-4.8;0;84.0;0;18.0;0;260;0;1000;0;0;8
981938;07/01/2016;2;06/01/2016;21;HNE;-2.8;0;-5.4;0;82.0;0;24.0;0;260;0;1000;0;0;8
981939;07/01/2016;3;06/01/2016;22;HNE;-2.2;0;-4.8;0;82.0;0;21.0;0;260;0;1000;0;0;8
981940;07/01/2016;4;06/01/2016;23;HNE;-1.9;0;-4.8;0;81.0;0;21.0;0;250;0;1000;0;0;8
981941;07/01/2016;5;07/01/2016;0;HNE;-1.9;0;-4.1;0;85.0;0;21.0;0;250;0;1000;0;0;8
981942;07/01/2016;6;07/01/2016;1;HNE;-1.8;0;-4.0;0;85.0;0;18.0;0;260;0;1000;0;0;8
981943;07/01/2016;7;07/01/2016;2;HNE;-2.0;0;-4.2;0;85.0;0;18.0;0;260;0;1001;0;0;8
981944;07/01/2016;8;07/01/2016;3;HNE;-1.9;0;-3.8;0;87.0;0;18.0;0;250;0;1001;0;0;8
981945;07/01/2016;9;07/01/2016;4;HNE;-1.5;0;-3.3;0;88.0;0;15.0;0;270;0;1002;0;0;8
981946;07/01/2016;10;07/01/2016;5;HNE;-1.8;0;-2.6;0;94.0;0;15.0;0;310;0;1002;0;0;8
981947;07/01/2016;11;07/01/2016;6;HNE;-2.8;0;-4.3;0;89.0;0;17.0;0;300;0;1003;0;0;8
981948;07/01/2016;12;07/01/2016;7;HNE;-2.9;0;-4.4;0;89.0;0;9.0;0;300;0;1004;0;0;8
981949;07/01/2016;13;07/01/2016;8;HNE;-3.3;0;-4.9;0;89.0;0;15.0;0;290;0;1005;0;0;5.k=1.JONQUIERE
981950;07/01/2016;14;07/01/2016;9;HNE;-3.4;0;-5.9;0;83.0;0;17.0;0;320;0;1005;0;117.25;5.k=1.JONQUIERE
981951;07/01/2016;15;07/01/2016;10;HNE;-4.2;0;-6.3;0;85.0;0;18.0;0;290;0;1006;0;229.5;5.k=1.JONQUIERE
981952;07/01/2016;16;07/01/2016;11;HNE;-4.5;0;-10.2;0;64.0;0;17.0;0;280;0;1006;0;313.75;5.k=1.JONQUIERE
981953;07/01/2016;17;07/01/2016;12;HNE;-4.9;0;-10.4;0;65.0;0;17.0;0;290;0;1006;0;398;5.k=1.JONQUIERE
981954;07/01/2016;18;07/01/2016;13;HNE;-5.0;0;-10.1;0;67.0;0;18.0;0;290;0;1006;0;350.25;5.k=1.JONQUIERE
981955;07/01/2016;19;07/01/2016;14;HNE;-5.1;0;-9.5;0;71.0;0;11.0;0;290;0;1006;0;289.5;5.k=1.JONQUIERE
981956;07/01/2016;20;07/01/2016;15;HNE;-4.8;0;-9.5;0;70.0;0;8.0;0;320;0;1006;0;121.75;5.k=1.JONQUIERE
981957;07/01/2016;21;07/01/2016;16;HNE;-5.0;0;-9.8;0;70.0;0;5.0;0;300;0;1007;0;0;5.k=1.JONQUIERE
981958;07/01/2016;22;07/01/2016;17;HNE;-5.6;0;-9.0;0;77.0;0;4.0;0;250;0;1007;0;0;8
981959;07/01/2016;23;07/01/2016;18;HNE;-5.8;0;-8.9;0;79.0;0;4.0;0;250;0;1008;0;0;8
981960;08/01/2016;0;07/01/2016;19;HNE;-5.9;0;-9.0;0;79.0;0;0.0;0;0;0;1008;0;0;8
981961;08/01/2016;1;07/01/2016;20;HNE;-5.9;0;-9.0;0;79.0;0;4.0;0;110;0;1008;0;0;8
981962;08/01/2016;2;07/01/2016;21;HNE;-6.3;0;-8.8;0;82.0;0;4.0;0;180;0;1008;0;0;8
981963;08/01/2016;3;07/01/2016;22;HNE;-6.1;0;-8.9;0;81.0;0;4.0;0;150;0;1007;0;0;8
981964;08/01/2016;4;07/01/2016;23;HNE;-5.9;0;-9.0;0;79.0;0;4.0;0;90;0;1007;0;0;8
981965;08/01/2016;5;08/01/2016;0;HNE;-6.4;0;-8.6;0;84.0;0;8.0;0;90;0;1007;0;0;8
981966;08/01/2016;6;08/01/2016;1;HNE;-6.1;0;-7.9;0;87.0;0;8.0;0;100;0;1007;0;0;8
981967;08/01/2016;7;08/01/2016;2;HNE;-6.0;0;-7.8;0;88.0;0;13.0;0;80;0;1008;0;0;8
981968;08/01/2016;8;08/01/2016;3;HNE;-6.1;0;-7.9;0;87.0;0;9.0;0;100;0;1007;0;0;8
981969;08/01/2016;9;08/01/2016;4;HNE;-5.8;0;-7.9;0;85.0;0;13.0;0;90;0;1007;0;0;8
981970;08/01/2016;10;08/01/2016;5;HNE;-5.8;0;-7.9;0;85.0;0;17.0;0;90;0;1007;0;0;8
981971;08/01/2016;11;08/01/2016;6;HNE;-5.9;0;-7.6;0;88.0;0;17.0;0;100;0;1008;0;0;8
981972;08/01/2016;12;08/01/2016;7;HNE;-6.0;0;-7.8;0;88.0;0;21.0;0;90;0;1008;0;0;8
981973;08/01/2016;13;08/01/2016;8;HNE;-6.4;0;-8.6;0;84.0;0;26.0;0;90;0;1008;0;0;5.k=1.JONQUIERE
981974;08/01/2016;14;08/01/2016;9;HNE;-6.3;0;-9.2;0;80.0;0;24.0;0;90;0;1008;0;75.7778;5.k=1.JONQUIERE
981975;08/01/2016;15;08/01/2016;10;HNE;-6.1;0;-9.3;0;78.0;0;24.0;0;90;0;1008;0;199.556;5.k=1.JONQUIERE
981976;08/01/2016;16;08/01/2016;11;HNE;-5.9;0;-8.8;0;81.0;0;26.0;0;90;0;1008;0;317.333;5.k=1.JONQUIERE
981977;08/01/2016;17;08/01/2016;12;HNE;-5.9;0;-8.8;0;81.0;0;28.0;0;90;0;1007;0;390.111;5.k=1.JONQUIERE
981978;08/01/2016;18;08/01/2016;13;HNE;-5.5;0;-8.2;0;81.0;0;30.0;0;90;0;1007;0;441.889;5.k=1.JONQUIERE
981979;08/01/2016;19;08/01/2016;14;HNE;-5.4;0;-8.1;0;81.0;0;30.0;0;90;0;1006;0;420.667;5.k=1.JONQUIERE
981980;08/01/2016;20;08/01/2016;15;HNE;-5.5;0;-8.5;0;79.0;0;26.0;0;90;0;1006;0;179.444;5.k=1.JONQUIERE
981981;08/01/2016;21;08/01/2016;16;HNE;-5.6;0;-8.3;0;81.0;0;30.0;0;90;0;1006;0;38.2222;5.k=1.JONQUIERE
981982;08/01/2016;22;08/01/2016;17;HNE;-5.8;0;-8.5;0;81.0;0;30.0;0;90;0;1006;0;0;5.k=1.JONQUIERE
981983;08/01/2016;23;08/01/2016;18;HNE;-5.8;0;-8.5;0;81.0;0;28.0;0;90;0;1007;0;0;8
981984;09/01/2016;0;08/01/2016;19;HNE;-6.1;0;-8.6;0;82.0;0;31.0;0;90;0;1007;0;0;8
981985;09/01/2016;1;08/01/2016;20;HNE;-6.3;0;-8.8;0;82.0;0;28.0;0;100;0;1006;0;0;8
981986;09/01/2016;2;08/01/2016;21;HNE;-6.4;0;-8.9;0;82.0;0;28.0;0;100;0;1006;0;0;8
981987;09/01/2016;3;08/01/2016;22;HNE;-6.4;0;-8.9;0;82.0;0;26.0;0;100;0;1006;0;0;8
981988;09/01/2016;4;08/01/2016;23;HNE;-6.1;0;-8.6;0;82.0;0;24.0;0;100;0;1006;0;0;8
981989;09/01/2016;5;09/01/2016;0;HNE;-5.8;0;-7.9;0;85.0;0;30.0;0;90;0;1006;0;0;8
981990;09/01/2016;6;09/01/2016;1;HNE;-5.5;0;-7.2;0;88.0;0;37.0;0;90;0;1005;0;0;8
981991;09/01/2016;7;09/01/2016;2;HNE;-5.3;0;-6.9;0;89.0;0;34.0;0;90;0;1005;0;0;8
981992;09/01/2016;8;09/01/2016;3;HNE;-5.0;0;-6.6;0;89.0;0;35.0;0;90;0;1004;0;0;8
981993;09/01/2016;9;09/01/2016;4;HNE;-4.6;0;-6.4;0;87.0;0;28.0;0;90;0;1004;0;0;8
981994;09/01/2016;10;09/01/2016;5;HNE;-4.3;0;-6.1;0;87.0;0;31.0;0;90;0;1003;0;0;8
981995;09/01/2016;11;09/01/2016;6;HNE;-4.3;0;-6.1;0;87.0;0;24.0;0;90;0;1004;0;0;8
981996;09/01/2016;12;09/01/2016;7;HNE;-4.3;0;-6.4;0;85.0;0;26.0;0;100;0;1004;0;0;8
981997;09/01/2016;13;09/01/2016;8;HNE;-4.4;0;-6.2;0;87.0;0;21.0;0;100;0;1004;0;0;5.k=1.JONQUIERE
981998;09/01/2016;14;09/01/2016;9;HNE;-4.3;0;-6.1;0;87.0;0;22.0;0;110;0;1004;0;132.056;5.k=1.JONQUIERE
