nbreheures1904;date utc;heure utc;date locale;heure locale;tsl;t;err t;td;err td;hr;err hr;vv;err vv;vd;err vd;psta;err psta;rf1e;err rf1e
h utc;date utc;heure loc;date loc;heure;HAE/HNE;C;Err;C;Err;0-100;Err;km/h;Err;0-360;Err;hPa;Err;kJ/m2/h;Err
1004997;24/08/2018;21;24/08/2018;17;HAE;23.3;0;15.8;0;63.0;0;4.0;0;90;0;998;0;1226;5.k=1.JONQUIERE
1004998;24/08/2018;22;24/08/2018;18;HAE;23.1;0;15.9;0;64.0;0;5.0;0;110;0;999;0;892;5.k=1.JONQUIERE
1004999;24/08/2018;23;24/08/2018;19;HAE;22.4;0;16.2;0;68.0;0;8.0;0;70;0;999;0;325;5.k=1.JONQUIERE
1005000;25/08/2018;0;24/08/2018;20;HAE;20.4;0;16.1;0;76.0;0;5.0;0;90;0;1000;0;0;5.k=1.JONQUIERE
1005001;25/08/2018;1;24/08/2018;21;HAE;19.5;0;16.4;0;82.0;0;5.0;0;110;0;1000;0;0;8
1005002;25/08/2018;2;24/08/2018;22;HAE;19.2;0;15.6;0;80.0;0;0.0;0;0;0;1000;0;0;8
1005003;25/08/2018;3;24/08/2018;23;HAE;18.6;0;14.7;0;78.0;0;13.0;0;180;0;1000;0;0;8
1005004;25/08/2018;4;25/08/2018;0;HAE;19.8;0;15.1;0;74.0;0;17.0;0;180;0;1000;0;0;8
1005005;25/08/2018;5;25/08/2018;1;HAE;18.9;0;14.6;0;76.0;0;9.0;0;180;0;1001;0;0;8
1005006;25/08/2018;6;25/08/2018;2;HAE;18.7;0;14.4;0;76.0;0;4.0;0;180;0;1001;0;0;8
1005007;25/08/2018;7;25/08/2018;3;HAE;18.6;0;14.5;0;77.0;0;13.0;0;190;0;1001;0;0;8
1005008;25/08/2018;8;25/08/2018;4;HAE;18.0;0;14.2;0;78.0;0;11.0;0;200;0;1001;0;0;8
1005009;25/08/2018;9;25/08/2018;5;HAE;17.6;0;13.6;0;77.0;0;8.0;0;190;0;1002;0;0;8
1005010;25/08/2018;10;25/08/2018;6;HAE;18.9;0;14.1;0;74.0;0;11.0;0;220;0;1002;0;0;5.k=1.JONQUIERE
1005011;25/08/2018;11;25/08/2018;7;HAE;17.0;0;13.9;0;82.0;0;11.0;0;180;0;1002;0;61.1786;5.k=1.JONQUIERE
1005012;25/08/2018;12;25/08/2018;8;HAE;20.4;0;15.1;0;72.0;0;9.0;0;190;0;1003;0;525.857;5.k=1.JONQUIERE
1005013;25/08/2018;13;25/08/2018;9;HAE;23.5;0;14.1;0;56.0;0;13.0;0;230;0;1003;0;1019.54;5.k=1.JONQUIERE
1005014;25/08/2018;14;25/08/2018;10;HAE;25.0;0;13.9;0;50.0;0;22.0;0;220;0;1003;0;1449.21;5.k=1.JONQUIERE
1005015;25/08/2018;15;25/08/2018;11;HAE;25.6;0;13.7;0;48.0;0;18.0;0;230;0;1003;0;2097.89;5.k=1.JONQUIERE
1005016;25/08/2018;16;25/08/2018;12;HAE;26.3;0;13.3;0;45.0;0;17.0;0;230;0;1002;0;2559.57;5.k=1.JONQUIERE
1005017;25/08/2018;17;25/08/2018;13;HAE;27.9;0;12.8;0;39.0;0;15.0;0;240;0;1002;0;2065.25;5.k=1.JONQUIERE
1005018;25/08/2018;18;25/08/2018;14;HAE;28.1;0;12.7;0;39.0;0;22.0;0;240;0;1001;0;1595.93;5.k=1.JONQUIERE
1005019;25/08/2018;19;25/08/2018;15;HAE;28.9;0;10.6;0;32.0;0;22.0;0;240;0;1001;0;2582.61;5.k=1.JONQUIERE
1005020;25/08/2018;20;25/08/2018;16;HAE;28.0;0;13.8;0;42.0;0;15.0;0;230;0;1000;0;2068.79;5.k=1.JONQUIERE
1005021;25/08/2018;21;25/08/2018;17;HAE;29.0;0;13.5;0;39.0;0;13.0;0;210;0;1000;0;1554.96;5.k=1.JONQUIERE
1005022;25/08/2018;22;25/08/2018;18;HAE;27.3;0;14.0;0;44.0;0;13.0;0;210;0;1000;0;467.643;5.k=1.JONQUIERE
1005023;25/08/2018;23;25/08/2018;19;HAE;25.9;0;14.5;0;49.0;0;8.0;0;220;0;1000;0;285.321;5.k=1.JONQUIERE
1005024;26/08/2018;0;25/08/2018;20;HAE;24.0;0;14.5;0;55.0;0;0.0;0;0;0;1000;0;0;5.k=1.JONQUIERE
1005025;26/08/2018;1;25/08/2018;21;HAE;23.3;0;14.4;0;57.0;0;9.0;0;190;0;1000;0;0;8
1005026;26/08/2018;2;25/08/2018;22;HAE;23.1;0;14.4;0;58.0;0;0.0;0;0;0;1000;0;0;8
1005027;26/08/2018;3;25/08/2018;23;HAE;20.9;0;15.1;0;70.0;0;5.0;0;90;0;1000;0;0;8
1005028;26/08/2018;4;26/08/2018;0;HAE;20.4;0;15.9;0;76.0;0;5.0;0;140;0;1000;0;0;8
1005029;26/08/2018;5;26/08/2018;1;HAE;20.5;0;16.0;0;76.0;0;4.0;0;190;0;999;0;0;8
1005030;26/08/2018;6;26/08/2018;2;HAE;19.7;0;16.5;0;82.0;0;0.0;0;0;0;999;0;0;8
1005031;26/08/2018;7;26/08/2018;3;HAE;18.7;0;16.2;0;86.0;0;0.0;0;0;0;998;0;0;8
1005032;26/08/2018;8;26/08/2018;4;HAE;18.4;0;16.2;0;87.0;0;4.0;0;90;0;998;0;0;8
1005033;26/08/2018;9;26/08/2018;5;HAE;18.0;0;16.0;0;88.0;0;13.0;0;90;0;998;0;0;8
1005034;26/08/2018;10;26/08/2018;6;HAE;18.4;0;15.8;0;85.0;0;5.0;0;80;0;998;0;0;5.k=1.JONQUIERE
1005035;26/08/2018;11;26/08/2018;7;HAE;18.4;0;16.1;0;86.0;0;4.0;0;80;0;998;0;20.7857;5.k=1.JONQUIERE
1005036;26/08/2018;12;26/08/2018;8;HAE;18.0;0;16.6;0;92.0;0;0.0;0;0;0;997;0;143.571;5.k=1.JONQUIERE
1005037;26/08/2018;13;26/08/2018;9;HAE;19.0;0;17.0;0;88.0;0;8.0;0;90;0;997;0;198.357;5.k=1.JONQUIERE
1005038;26/08/2018;14;26/08/2018;10;HAE;18.1;0;16.4;0;90.0;0;8.0;0;60;0;996;0;186.143;5.k=1.JONQUIERE
1005039;26/08/2018;15;26/08/2018;11;HAE;18.6;0;16.8;0;89.0;0;9.0;0;100;0;995;0;343.929;5.k=1.JONQUIERE
1005040;26/08/2018;16;26/08/2018;12;HAE;20.3;0;17.1;0;82.0;0;11.0;0;80;0;994;0;677.714;5.k=1.JONQUIERE
1005041;26/08/2018;17;26/08/2018;13;HAE;22.7;0;17.5;0;72.0;0;13.0;0;80;0;994;0;1643.5;5.k=1.JONQUIERE
1005042;26/08/2018;18;26/08/2018;14;HAE;23.4;0;17.3;0;69.0;0;11.0;0;70;0;993;0;833.286;5.k=1.JONQUIERE
1005043;26/08/2018;19;26/08/2018;15;HAE;21.5;0;19.0;0;86.0;0;8.0;0;170;0;993;0;174.071;5.k=1.JONQUIERE
1005044;26/08/2018;20;26/08/2018;16;HAE;20.4;0;18.3;0;88.0;0;9.0;0;100;0;993;0;144.857;5.k=1.JONQUIERE
1005045;26/08/2018;21;26/08/2018;17;HAE;19.4;0;18.4;0;94.0;0;5.0;0;90;0;993;0;81.6429;5.k=1.JONQUIERE
1005046;26/08/2018;22;26/08/2018;18;HAE;19.4;0;18.5;0;95.0;0;5.0;0;20;0;993;0;75.4286;5.k=1.JONQUIERE
1005047;26/08/2018;23;26/08/2018;19;HAE;19.7;0;18.5;0;93.0;0;0.0;0;0;0;993;0;33.2143;5.k=1.JONQUIERE
1005048;27/08/2018;0;26/08/2018;20;HAE;19.4;0;18.2;0;93.0;0;0.0;0;0;0;992;0;0;5.k=1.JONQUIERE
1005049;27/08/2018;1;26/08/2018;21;HAE;19.0;0;18.4;0;96.0;0;0.0;0;0;0;993;0;0;8
1005050;27/08/2018;2;26/08/2018;22;HAE;19.2;0;18.8;0;97.0;0;0.0;0;0;0;993;0;0;8
1005051;27/08/2018;3;26/08/2018;23;HAE;19.8;0;18.0;0;89.0;0;4.0;0;250;0;993;0;0;8
1005052;27/08/2018;4;27/08/2018;0;HAE;20.1;0;18.3;0;89.0;0;5.0;0;250;0;993;0;0;8
1005053;27/08/2018;5;27/08/2018;1;HAE;19.5;0;18.3;0;93.0;0;11.0;0;240;0;993;0;0;8
1005054;27/08/2018;6;27/08/2018;2;HAE;19.6;0;18.0;0;90.0;0;15.0;0;260;0;993;0;0;8
1005055;27/08/2018;7;27/08/2018;3;HAE;18.9;0;17.5;0;92.0;0;9.0;0;270;0;993;0;0;8
1005056;27/08/2018;8;27/08/2018;4;HAE;17.9;0;17.0;0;94.0;0;9.0;0;260;0;994;0;0;8
1005057;27/08/2018;9;27/08/2018;5;HAE;17.4;0;16.6;0;95.0;0;8.0;0;270;0;994;0;0;8
1005058;27/08/2018;10;27/08/2018;6;HAE;16.9;0;16.1;0;95.0;0;8.0;0;270;0;995;0;0;8
1005059;27/08/2018;11;27/08/2018;7;HAE;16.9;0;16.1;0;95.0;0;0.0;0;0;0;995;0;0;5.k=1.JONQUIERE
1005060;27/08/2018;12;27/08/2018;8;HAE;19.3;0;15.9;0;81.0;0;9.0;0;240;0;996;0;556.077;5.k=1.JONQUIERE
1005061;27/08/2018;13;27/08/2018;9;HAE;21.2;0;17.8;0;81.0;0;15.0;0;260;0;996;0;976.154;5.k=1.JONQUIERE
1005062;27/08/2018;14;27/08/2018;10;HAE;22.8;0;17.8;0;73.0;0;11.0;0;300;0;996;0;1597.23;5.k=1.JONQUIERE
1005063;27/08/2018;15;27/08/2018;11;HAE;23.1;0;18.6;0;76.0;0;9.0;0;300;0;996;0;2177.31;5.k=1.JONQUIERE
1005064;27/08/2018;16;27/08/2018;12;HAE;24.7;0;18.2;0;67.0;0;4.0;0;300;0;996;0;2631.38;5.k=1.JONQUIERE
1005065;27/08/2018;17;27/08/2018;13;HAE;26.4;0;17.9;0;60.0;0;13.0;0;280;0;996;0;2316.46;5.k=1.JONQUIERE
1005066;27/08/2018;18;27/08/2018;14;HAE;27.8;0;18.7;0;58.0;0;11.0;0;240;0;995;0;2040.54;5.k=1.JONQUIERE
1005067;27/08/2018;19;27/08/2018;15;HAE;27.5;0;19.2;0;60.0;0;13.0;0;260;0;994;0;1724.62;5.k=1.JONQUIERE
1005068;27/08/2018;20;27/08/2018;16;HAE;28.0;0;19.7;0;61.0;0;15.0;0;270;0;994;0;1671.69;5.k=1.JONQUIERE
1005069;27/08/2018;21;27/08/2018;17;HAE;28.6;0;20.6;0;62.0;0;9.0;0;230;0;994;0;1269.77;5.k=1.JONQUIERE
1005070;27/08/2018;22;27/08/2018;18;HAE;28.0;0;20.8;0;65.0;0;13.0;0;240;0;994;0;844.846;5.k=1.JONQUIERE
1005071;27/08/2018;23;27/08/2018;19;HAE;26.4;0;20.6;0;70.0;0;5.0;0;210;0;993;0;268.923;5.k=1.JONQUIERE
1005072;28/08/2018;0;27/08/2018;20;HAE;23.7;0;19.5;0;77.0;0;4.0;0;180;0;993;0;0;5.k=1.JONQUIERE
1005073;28/08/2018;1;27/08/2018;21;HAE;20.0;0;17.8;0;87.0;0;5.0;0;190;0;993;0;0;8
1005074;28/08/2018;2;27/08/2018;22;HAE;20.0;0;17.3;0;84.0;0;8.0;0;170;0;993;0;0;8
1005075;28/08/2018;3;27/08/2018;23;HAE;22.3;0;17.7;0;75.0;0;5.0;0;230;0;993;0;0;8
1005076;28/08/2018;4;28/08/2018;0;HAE;21.8;0;17.3;0;76.0;0;4.0;0;120;0;992;0;0;8
1005077;28/08/2018;5;28/08/2018;1;HAE;22.8;0;17.8;0;73.0;0;8.0;0;200;0;992;0;0;8
1005078;28/08/2018;6;28/08/2018;2;HAE;21.1;0;18.4;0;85.0;0;0.0;0;0;0;992;0;0;8
1005079;28/08/2018;7;28/08/2018;3;HAE;20.3;0;19.6;0;96.0;0;0.0;0;0;0;991;0;0;8
1005080;28/08/2018;8;28/08/2018;4;HAE;20.2;0;18.4;0;89.0;0;5.0;0;160;0;990;0;0;8
1005081;28/08/2018;9;28/08/2018;5;HAE;19.7;0;18.7;0;94.0;0;0.0;0;0;0;990;0;0;8
1005082;28/08/2018;10;28/08/2018;6;HAE;21.4;0;18.9;0;86.0;0;9.0;0;250;0;990;0;0;8
1005083;28/08/2018;11;28/08/2018;7;HAE;21.7;0;19.2;0;86.0;0;8.0;0;180;0;990;0;0;5.k=1.JONQUIERE
1005084;28/08/2018;12;28/08/2018;8;HAE;23.3;0;19.4;0;79.0;0;17.0;0;200;0;989;0;302.308;5.k=1.JONQUIERE
1005085;28/08/2018;13;28/08/2018;9;HAE;23.6;0;19.6;0;78.0;0;13.0;0;200;0;990;0;233.615;5.k=1.JONQUIERE
1005086;28/08/2018;14;28/08/2018;10;HAE;24.7;0;19.4;0;72.0;0;8.0;0;230;0;989;0;482.923;5.k=1.JONQUIERE
1005087;28/08/2018;15;28/08/2018;11;HAE;25.2;0;19.4;0;70.0;0;5.0;0;230;0;988;0;962.231;5.k=1.JONQUIERE
1005088;28/08/2018;16;28/08/2018;12;HAE;26.0;0;19.9;0;69.0;0;0.0;0;0;0;987;0;1587.54;5.k=1.JONQUIERE
1005089;28/08/2018;17;28/08/2018;13;HAE;27.9;0;20.4;0;64.0;0;9.0;0;210;0;986;0;852.846;5.k=1.JONQUIERE
1005090;28/08/2018;18;28/08/2018;14;HAE;27.7;0;22.0;0;71.0;0;11.0;0;90;0;984;0;1226.15;5.k=1.JONQUIERE
1005091;28/08/2018;19;28/08/2018;15;HAE;25.6;0;20.6;0;74.0;0;8.0;0;270;0;983;0;309.462;5.k=1.JONQUIERE
1005092;28/08/2018;20;28/08/2018;16;HAE;29.0;0;21.3;0;63.0;0;35.0;0;220;0;983;0;1534.77;5.k=1.JONQUIERE
1005093;28/08/2018;21;28/08/2018;17;HAE;29.0;0;22.2;0;67.0;0;26.0;0;220;0;983;0;1231.08;5.k=1.JONQUIERE
1005094;28/08/2018;22;28/08/2018;18;HAE;28.8;0;20.3;0;60.0;0;18.0;0;230;0;982;0;445.385;5.k=1.JONQUIERE
1005095;28/08/2018;23;28/08/2018;19;HAE;26.0;0;19.7;0;68.0;0;30.0;0;250;0;984;0;96.6923;5.k=1.JONQUIERE
1005096;29/08/2018;0;28/08/2018;20;HAE;22.4;0;19.7;0;84.0;0;35.0;0;250;0;986;0;0;5.k=1.JONQUIERE
1005097;29/08/2018;1;28/08/2018;21;HAE;20.1;0;16.9;0;82.0;0;37.0;0;270;0;988;0;0;8
1005098;29/08/2018;2;28/08/2018;22;HAE;19.4;0;16.0;0;81.0;0;28.0;0;270;0;990;0;0;8
1005099;29/08/2018;3;28/08/2018;23;HAE;18.7;0;14.4;0;76.0;0;37.0;0;250;0;991;0;0;8
1005100;29/08/2018;4;29/08/2018;0;HAE;17.5;0;14.1;0;81.0;0;26.0;0;280;0;992;0;0;8
1005101;29/08/2018;5;29/08/2018;1;HAE;16.9;0;12.3;0;74.0;0;28.0;0;270;0;993;0;0;8
1005102;29/08/2018;6;29/08/2018;2;HAE;16.0;0;11.8;0;76.0;0;21.0;0;290;0;993;0;0;8
1005103;29/08/2018;7;29/08/2018;3;HAE;15.4;0;11.1;0;76.0;0;21.0;0;290;0;994;0;0;8
1005104;29/08/2018;8;29/08/2018;4;HAE;14.7;0;11.1;0;79.0;0;22.0;0;280;0;995;0;0;8
1005105;29/08/2018;9;29/08/2018;5;HAE;14.0;0;10.7;0;81.0;0;18.0;0;280;0;995;0;0;8
1005106;29/08/2018;10;29/08/2018;6;HAE;13.3;0;10.5;0;83.0;0;11.0;0;280;0;995;0;0;8
1005107;29/08/2018;11;29/08/2018;7;HAE;13.4;0;10.1;0;80.0;0;5.0;0;250;0;995;0;0;5.k=1.JONQUIERE
1005108;29/08/2018;12;29/08/2018;8;HAE;14.1;0;9.7;0;75.0;0;11.0;0;260;0;995;0;404.923;5.k=1.JONQUIERE
1005109;29/08/2018;13;29/08/2018;9;HAE;15.0;0;10.3;0;74.0;0;8.0;0;250;0;994;0;360.846;5.k=1.JONQUIERE
1005110;29/08/2018;14;29/08/2018;10;HAE;14.5;0;10.0;0;74.0;0;4.0;0;40;0;994;0;396.769;5.k=1.JONQUIERE
1005111;29/08/2018;15;29/08/2018;11;HAE;14.4;0;11.3;0;82.0;0;8.0;0;70;0;993;0;167.692;5.k=1.JONQUIERE
1005112;29/08/2018;16;29/08/2018;12;HAE;13.8;0;12.1;0;90.0;0;8.0;0;360;0;993;0;56.6154;5.k=1.JONQUIERE
1005113;29/08/2018;17;29/08/2018;13;HAE;13.5;0;11.4;0;87.0;0;9.0;0;80;0;991;0;168.538;5.k=1.JONQUIERE
1005114;29/08/2018;18;29/08/2018;14;HAE;13.9;0;12.6;0;92.0;0;9.0;0;60;0;990;0;172.462;5.k=1.JONQUIERE
1005115;29/08/2018;19;29/08/2018;15;HAE;14.2;0;12.9;0;92.0;0;9.0;0;30;0;989;0;145.385;5.k=1.JONQUIERE
1005116;29/08/2018;20;29/08/2018;16;HAE;14.7;0;12.9;0;89.0;0;15.0;0;40;0;988;0;104.308;5.k=1.JONQUIERE
1005117;29/08/2018;21;29/08/2018;17;HAE;14.0;0;13.3;0;96.0;0;17.0;0;290;0;990;0;177.231;5.k=1.JONQUIERE
1005118;29/08/2018;22;29/08/2018;18;HAE;14.2;0;13.7;0;97.0;0;21.0;0;270;0;991;0;251.154;5.k=1.JONQUIERE
1005119;29/08/2018;23;29/08/2018;19;HAE;13.6;0;12.9;0;96.0;0;15.0;0;250;0;991;0;51.0769;5.k=1.JONQUIERE
1005120;30/08/2018;0;29/08/2018;20;HAE;13.5;0;13.0;0;97.0;0;9.0;0;190;0;990;0;0;5.k=1.JONQUIERE
1005121;30/08/2018;1;29/08/2018;21;HAE;13.6;0;12.8;0;95.0;0;8.0;0;230;0;991;0;0;8
1005122;30/08/2018;2;29/08/2018;22;HAE;13.5;0;13.0;0;97.0;0;18.0;0;260;0;993;0;0;8
1005123;30/08/2018;3;29/08/2018;23;HAE;13.1;0;12.4;0;96.0;0;21.0;0;290;0;993;0;0;8
1005124;30/08/2018;4;30/08/2018;0;HAE;12.9;0;12.1;0;95.0;0;18.0;0;270;0;994;0;0;8
1005125;30/08/2018;5;30/08/2018;1;HAE;12.7;0;12.0;0;96.0;0;13.0;0;250;0;994;0;0;8
1005126;30/08/2018;6;30/08/2018;2;HAE;12.5;0;11.5;0;93.0;0;21.0;0;260;0;995;0;0;8
1005127;30/08/2018;7;30/08/2018;3;HAE;12.4;0;11.5;0;94.0;0;15.0;0;260;0;996;0;0;8
1005128;30/08/2018;8;30/08/2018;4;HAE;12.4;0;11.4;0;93.0;0;15.0;0;260;0;996;0;0;8
1005129;30/08/2018;9;30/08/2018;5;HAE;12.4;0;11.4;0;93.0;0;11.0;0;260;0;997;0;0;8
1005130;30/08/2018;10;30/08/2018;6;HAE;12.4;0;11.4;0;93.0;0;17.0;0;270;0;998;0;0;8
1005131;30/08/2018;11;30/08/2018;7;HAE;12.3;0;11.3;0;93.0;0;17.0;0;270;0;999;0;0;5.k=1.JONQUIERE
1005132;30/08/2018;12;30/08/2018;8;HAE;12.2;0;11.2;0;93.0;0;21.0;0;270;0;1000;0;110.462;5.k=1.JONQUIERE
1005133;30/08/2018;13;30/08/2018;9;HAE;12.5;0;10.8;0;89.0;0;21.0;0;270;0;1000;0;256.923;5.k=1.JONQUIERE
1005134;30/08/2018;14;30/08/2018;10;HAE;13.1;0;10.3;0;83.0;0;21.0;0;270;0;1001;0;1039.38;5.k=1.JONQUIERE
1005135;30/08/2018;15;30/08/2018;11;HAE;15.5;0;10.3;0;71.0;0;18.0;0;270;0;1001;0;1638.85;5.k=1.JONQUIERE
1005136;30/08/2018;16;30/08/2018;12;HAE;15.9;0;9.2;0;64.0;0;21.0;0;290;0;1002;0;1838.31;5.k=1.JONQUIERE
1005137;30/08/2018;17;30/08/2018;13;HAE;15.8;0;9.3;0;65.0;0;26.0;0;270;0;1002;0;1987.77;5.k=1.JONQUIERE
1005138;30/08/2018;18;30/08/2018;14;HAE;16.4;0;8.8;0;61.0;0;24.0;0;260;0;1003;0;1348.23;5.k=1.JONQUIERE
1005139;30/08/2018;19;30/08/2018;15;HAE;16.6;0;8.6;0;59.0;0;22.0;0;270;0;1003;0;2224.69;5.k=1.JONQUIERE
1005140;30/08/2018;20;30/08/2018;16;HAE;16.7;0;7.9;0;56.0;0;24.0;0;270;0;1003;0;1770.15;5.k=1.JONQUIERE
1005141;30/08/2018;21;30/08/2018;17;HAE;17.0;0;8.1;0;56.0;0;28.0;0;280;0;1004;0;1621.62;5.k=1.JONQUIERE
1005142;30/08/2018;22;30/08/2018;18;HAE;15.7;0;7.3;0;57.0;0;24.0;0;280;0;1004;0;314.077;5.k=1.JONQUIERE
1005143;30/08/2018;23;30/08/2018;19;HAE;14.5;0;7.5;0;63.0;0;18.0;0;270;0;1004;0;380.538;5.k=1.JONQUIERE
1005144;31/08/2018;0;30/08/2018;20;HAE;12.5;0;7.7;0;72.0;0;13.0;0;250;0;1005;0;0;5.k=1.JONQUIERE
1005145;31/08/2018;1;30/08/2018;21;HAE;10.9;0;7.3;0;79.0;0;8.0;0;220;0;1006;0;0;8
1005146;31/08/2018;2;30/08/2018;22;HAE;10.0;0;6.7;0;80.0;0;8.0;0;240;0;1006;0;0;8
1005147;31/08/2018;3;30/08/2018;23;HAE;9.3;0;6.4;0;82.0;0;11.0;0;250;0;1007;0;0;8
1005148;31/08/2018;4;31/08/2018;0;HAE;8.9;0;6.4;0;84.0;0;9.0;0;240;0;1007;0;0;8
1005149;31/08/2018;5;31/08/2018;1;HAE;7.9;0;6.1;0;89.0;0;4.0;0;190;0;1007;0;0;8
1005150;31/08/2018;6;31/08/2018;2;HAE;8.0;0;5.8;0;86.0;0;0.0;0;0;0;1008;0;0;8
1005151;31/08/2018;7;31/08/2018;3;HAE;7.5;0;5.3;0;86.0;0;4.0;0;180;0;1008;0;0;8
1005152;31/08/2018;8;31/08/2018;4;HAE;6.1;0;5.1;0;93.0;0;0.0;0;0;0;1008;0;0;8
1005153;31/08/2018;9;31/08/2018;5;HAE;4.9;0;4.1;0;94.0;0;0.0;0;0;0;1009;0;0;8
1005154;31/08/2018;10;31/08/2018;6;HAE;4.9;0;4.1;0;94.0;0;5.0;0;160;0;1010;0;0;8
1005155;31/08/2018;11;31/08/2018;7;HAE;4.9;0;3.8;0;93.0;0;8.0;0;170;0;1010;0;0;5.k=1.JONQUIERE
1005156;31/08/2018;12;31/08/2018;8;HAE;8.0;0;6.0;0;87.0;0;4.0;0;160;0;1011;0;338.538;5.k=1.JONQUIERE
1005157;31/08/2018;13;31/08/2018;9;HAE;11.6;0;7.7;0;77.0;0;0.0;0;0;0;1011;0;1040.08;5.k=1.JONQUIERE
1005158;31/08/2018;14;31/08/2018;10;HAE;13.0;0;7.4;0;69.0;0;0.0;0;0;0;1010;0;1778.62;5.k=1.JONQUIERE
1005159;31/08/2018;15;31/08/2018;11;HAE;15.3;0;7.4;0;59.0;0;0.0;0;0;0;1010;0;2296.15;5.k=1.JONQUIERE
1005160;31/08/2018;16;31/08/2018;12;HAE;17.2;0;7.0;0;51.0;0;13.0;0;30;0;1009;0;2615.69;5.k=1.JONQUIERE
1005161;31/08/2018;17;31/08/2018;13;HAE;17.7;0;7.4;0;51.0;0;5.0;0;80;0;1009;0;2768.23;5.k=1.JONQUIERE
1005162;31/08/2018;18;31/08/2018;14;HAE;19.1;0;10.7;0;58.0;0;11.0;0;70;0;1008;0;2722.77;5.k=1.JONQUIERE
1005163;31/08/2018;19;31/08/2018;15;HAE;19.9;0;11.1;0;57.0;0;8.0;0;70;0;1008;0;2491.31;5.k=1.JONQUIERE
1005164;31/08/2018;20;31/08/2018;16;HAE;20.9;0;8.1;0;44.0;0;11.0;0;60;0;1008;0;2101.85;5.k=1.JONQUIERE
1005165;31/08/2018;21;31/08/2018;17;HAE;20.4;0;10.9;0;54.0;0;15.0;0;70;0;1007;0;1584.38;5.k=1.JONQUIERE
1005166;31/08/2018;22;31/08/2018;18;HAE;20.2;0;9.2;0;49.0;0;11.0;0;70;0;1007;0;998.923;5.k=1.JONQUIERE
1005167;31/08/2018;23;31/08/2018;19;HAE;19.0;0;9.3;0;53.0;0;13.0;0;60;0;1007;0;401.462;5.k=1.JONQUIERE
1005168;01/09/2018;0;31/08/2018;20;HAE;17.5;0;9.3;0;59.0;0;18.0;0;70;0;1006;0;0;5.k=1.JONQUIERE
1005169;01/09/2018;1;31/08/2018;21;HAE;16.2;0;9.8;0;66.0;0;17.0;0;90;0;1006;0;0;8
1005170;01/09/2018;2;31/08/2018;22;HAE;14.4;0;9.1;0;70.0;0;13.0;0;90;0;1006;0;0;8
1005171;01/09/2018;3;31/08/2018;23;HAE;13.7;0;9.1;0;74.0;0;13.0;0;90;0;1006;0;0;8
1005172;01/09/2018;4;01/09/2018;0;HAE;12.5;0;7.9;0;74.0;0;13.0;0;90;0;1007;0;0;8
1005173;01/09/2018;5;01/09/2018;1;HAE;12.5;0;8.1;0;75.0;0;15.0;0;70;0;1006;0;0;8
1005174;01/09/2018;6;01/09/2018;2;HAE;11.9;0;7.6;0;75.0;0;15.0;0;90;0;1006;0;0;8
1005175;01/09/2018;7;01/09/2018;3;HAE;10.4;0;7.8;0;84.0;0;11.0;0;90;0;1006;0;0;8
1005176;01/09/2018;8;01/09/2018;4;HAE;10.1;0;7.9;0;86.0;0;4.0;0;90;0;1006;0;0;8
1005177;01/09/2018;9;01/09/2018;5;HAE;10.4;0;8.2;0;86.0;0;5.0;0;90;0;1006;0;0;8
1005178;01/09/2018;10;01/09/2018;6;HAE;10.9;0;8.5;0;85.0;0;13.0;0;80;0;1005;0;0;8
1005179;01/09/2018;11;01/09/2018;7;HAE;12.0;0;9.1;0;83.0;0;21.0;0;70;0;1005;0;0;5.k=1.JONQUIERE
1005180;01/09/2018;12;01/09/2018;8;HAE;12.9;0;8.9;0;77.0;0;21.0;0;70;0;1005;0;253.154;5.k=1.JONQUIERE
1005181;01/09/2018;13;01/09/2018;9;HAE;13.9;0;9.7;0;76.0;0;15.0;0;90;0;1005;0;506.308;5.k=1.JONQUIERE
1005182;01/09/2018;14;01/09/2018;10;HAE;16.1;0;10.6;0;70.0;0;21.0;0;90;0;1005;0;1131.46;5.k=1.JONQUIERE
1005183;01/09/2018;15;01/09/2018;11;HAE;16.4;0;10.8;0;69.0;0;17.0;0;70;0;1004;0;1412.62;5.k=1.JONQUIERE
1005184;01/09/2018;16;01/09/2018;12;HAE;18.1;0;12.0;0;67.0;0;18.0;0;70;0;1003;0;1727.77;5.k=1.JONQUIERE
1005185;01/09/2018;17;01/09/2018;13;HAE;21.2;0;14.3;0;65.0;0;11.0;0;50;0;1003;0;1801.92;5.k=1.JONQUIERE
1005186;01/09/2018;18;01/09/2018;14;HAE;22.2;0;14.7;0;63.0;0;5.0;0;110;0;1002;0;1905.08;5.k=1.JONQUIERE
1005187;01/09/2018;19;01/09/2018;15;HAE;25.0;0;14.3;0;51.0;0;21.0;0;230;0;1002;0;1042.23;5.k=1.JONQUIERE
1005188;01/09/2018;20;01/09/2018;16;HAE;25.0;0;14.8;0;53.0;0;18.0;0;210;0;1001;0;1381.38;5.k=1.JONQUIERE
1005189;01/09/2018;21;01/09/2018;17;HAE;25.0;0;13.9;0;50.0;0;18.0;0;200;0;1000;0;1115.54;5.k=1.JONQUIERE
1005190;01/09/2018;22;01/09/2018;18;HAE;24.1;0;14.7;0;56.0;0;22.0;0;190;0;999;0;696.692;5.k=1.JONQUIERE
1005191;01/09/2018;23;01/09/2018;19;HAE;23.5;0;14.7;0;58.0;0;11.0;0;210;0;1000;0;240.846;5.k=1.JONQUIERE
