"location_id","date_utc","hour_utc","date_local","hour_local","consumption","baseline","erasing","status","extra"
"5721","2022-01-04T00:00:00Z","7","2022-01-04T00:00:00Z","2","2.137545","2.2950406","0.1574955","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T09:00:40.0727793Z""}}"
"5721","2022-01-04T00:00:00Z","8","2022-01-04T00:00:00Z","3","2.1299317","2.382618","0.25268626","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T09:00:40.0864104Z""}}"
"3209","2022-01-04T00:00:00Z","5","2022-01-04T00:00:00Z","0","3.00505","3.4245274","0.41947746","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T09:00:52.6714353Z""}}"
"3209","2022-01-04T00:00:00Z","6","2022-01-04T00:00:00Z","1","3.3055","3.4395752","0.13407516","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T09:00:52.7346042Z""}}"
"3209","2022-01-04T00:00:00Z","7","2022-01-04T00:00:00Z","2","3.3718817","3.4698904","0.09800863","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T09:00:52.7871712Z""}}"
"3209","2022-01-04T00:00:00Z","8","2022-01-04T00:00:00Z","3","3.7140317","3.4819481","-0.23208356","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T09:00:52.8179392Z""}}"
"3209","2022-01-04T00:00:00Z","17","2022-01-04T00:00:00Z","12","10.527382","8.299056","-2.2283258","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T19:01:06.2916245Z""}}"
"3209","2022-01-04T00:00:00Z","18","2022-01-04T00:00:00Z","13","6.0062","8.234524","2.228324","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T19:01:06.3125392Z""}}"
"5721","2022-01-04T00:00:00Z","4","2022-01-03T00:00:00Z","23","2.40014","1.2816339","-1.1185062","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T05:00:24.6740608Z""}}"
"5721","2022-01-04T00:00:00Z","2","2022-01-03T00:00:00Z","21","6.28938","1.9059014","-4.3834786","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T03:00:15.2315852Z""}}"
"3209","2022-01-04T00:00:00Z","4","2022-01-03T00:00:00Z","23","2.7572684","6.055686","3.2984176","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T05:00:49.6229387Z""}}"
"5721","2022-01-04T00:00:00Z","3","2022-01-03T00:00:00Z","22","5.7088","1.8641968","-3.844603","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T04:00:18.6002015Z""}}"
"3209","2022-01-04T00:00:00Z","3","2022-01-03T00:00:00Z","22","3.2742817","6.0706635","2.7963817","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T04:00:45.4570328Z""}}"
"3209","2022-01-04T00:00:00Z","2","2022-01-03T00:00:00Z","21","6.03094","6.056253","0.0253129","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T03:00:44.3661859Z""}}"
"3209","2022-01-04T00:00:00Z","1","2022-01-03T00:00:00Z","20","4.24196","5.9940524","1.7520924","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T02:00:42.6962531Z""}}"
"5721","2022-01-04T00:00:00Z","1","2022-01-03T00:00:00Z","20","3.27572","1.5279384","-1.7477815","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T02:01:08.8100491Z""}}"
"3209","2022-01-04T00:00:00Z","0","2022-01-03T00:00:00Z","19","6.6213984","5.895409","-0.72598934","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T01:00:38.7828515Z""}}"
"5721","2022-01-04T00:00:00Z","0","2022-01-03T00:00:00Z","19","2.67077","1.4785495","-1.1922204","Ok","{""utc_offset_in_hours"":-5,""location_type"":""residential"",""time_zone"":""America/Toronto"",""historic"":{""processor"":""vpp-consumption-observer"",""timestamp"":""2022-01-04T01:01:05.3337321Z""}}"
